quote_entry,quoted_smiles,HIPPO Compound ID (xx01zvns2b),HIPPO Compound ID (a71ev2a),HIPPO Compound ID (d68ev3c)
EN300-52703310,Cl.Cl.NNCC1COC1,,292204,
EN300-52516379,Cl.Cl.NNc1cccs1,,292205,
EN300-19458681,CCC(C)(C)NN.Cl.Cl,,292206,
EN300-54653,CC1CC1CNN.Cl.Cl,,292208,
EN300-28254446,C#CCCCNN.Cl.Cl,,292209,
EN300-262966,CC(C)(F)CNN.Cl.Cl,,292210,
EN300-171707,CC(NN)C(F)F.Cl,,292211,
EN300-27716264,CN(CCN)N=O,,292212,
EN300-6495052,Cl.NNC1=NCCC1,,292213,
EN300-27146560,CC(F)(F)CNN.Cl,,292214,
EN300-3428696,CNn1cccc1,,292215,
EN300-3432007,CN1CCC(=O)N1,,292218,
EN300-6482857,Br.NNC1=NCCS1,,285612,
EN300-313282,CC(C)(O)CNN.Cl,,292219,
EN300-52118186,CC1(NN)CCC1.Cl.Cl,,292222,
EN300-261457,Cl.Cl.NNC12CC(C1)C2,,292223,
EN300-47309636,CC1(C)CC1NN.Cl,,292224,
EN300-46842040,Cl.NNC1CC1(F)F,,292225,
EN300-46982032,CCCC(C)NN.Cl,,292226,
EN300-45613473,CC(C)(CO)NN.Cl.Cl,,292227,
EN300-27717740,Cl.Cl.NNCCC1CC1,,292228,
EN300-102191,CCC(CF)NN.Cl.Cl,,292229,
EN300-39873991,Cl.Cl.NNCCC(F)F,,292230,
EN300-56337,CC(CC#N)NN,,292232,
EN300-155827,NNCCCCO,,292233,
EN300-28339182,CC1OCCC1NN.Cl,,292235,
EN300-345875,CC1(C)CC1CNN.Cl,,292236,
EN300-223555,Cl.Cl.Cn1nncc1NN,,292237,
EN300-41077,CC1=NNC(=O)CC1,,292238,
EN300-60689,Cl.Cl.NNCC1CCOC1,,292242,
EN300-41680,Cl.NNCC1CCCC1,,292243,
EN300-54308,Cl.Cl.NNCC1CCCO1,,292244,
EN300-78075,NNCCS(N)(=O)=O,,292247,
EN300-125010,CC1CC(N)=NN1C.Cl,,292251,
EN300-76287,CS(=O)(=O)CCNN,,292252,
EN300-30894,NNc1cnccn1,,292253,
EN300-30892,NNc1ncccn1,,292254,
EN300-170570,Cl.Cl.Cn1cc(NN)cn1,,292256,
EN300-174620,Cl.Cl.NNCc1ccsc1,,292257,
EN300-175287,Cl.Cl.Cn1ccc(NN)n1,,292258,
EN300-198775,CC(C)(O)CCNN,,292259,
EN300-195577,CC(C)(CO)CNN.Cl,,292260,
EN300-210163,CN(C)CCCNN.Cl.Cl,,292262,
EN300-216443,Cl.Cl.NNCC1CCSC1,,292263,
EN300-233354,Cl.NNc1ccncn1,,292264,
EN300-152945,CCC(CC)CNN.Cl.Cl,,292265,
EN300-131364,CC(C)(C)CCNN.Cl,,292268,
EN300-156230,Cl.Cl.NNC1CCCOC1,,292269,
EN300-260615,CC(NN)C(F)(F)F.Cl,,292270,
EN300-262829,CC1(CNN)CCC1.Cl.Cl,,292271,
EN300-225276,Cl.NNCc1cccs1,,292272,
EN300-35986,Cn1cnnc1NN.I,,292273,
EN300-383863,Cl.Cl.NNC1CCCSC1,,292275,
EN300-206338,Cl.Cl.NNc1cncnc1,,292276,
EN300-66359,CN1N=C(N)CC1=O,,292277,
EN300-1179962,Cl.Cl.NN[C@@H]1COC[C@H]1O,,292278,
EN300-1073088,CC1CC(CNN)C1.Cl,,292279,
EN300-106393,Cl.NNC1CCOCC1,,292280,
EN300-81014,Cl.NNc1cccnn1,,292281,
EN300-304888,CCOC(=O)CNN.Cl.Cl,,292282,
EN300-215786,Cl.Cl.Cn1ncnc1NN,,292284,
EN300-6494475,CNN1CCOCC1.Cl,,292286,
EN300-6494826,CNN1CCCCC1.Cl,,292287,
EN300-7352088,Cl.Cl.NNc1ccnnc1,,292289,
EN300-685071,CC(C)C1CC=NN1,,292291,
EN300-191485,Cl.Cl.NNCCC(F)(F)F,,292293,
EN300-7587645,NNc1nncnn1,,292294,
EN300-6733915,CC(CNN)C1CC1.Cl.Cl,,292295,
EN300-22133854,Cl.Cl.NNC1CC(F)(F)C1,,292296,
EN300-20987520,O=[N+]([O-])NCCCO,,292297,
EN300-177808,CC(CC(=O)O)NN.Cl.Cl,,292298,
EN300-27151210,Cc1ncc(NN)s1.Cl.Cl,,292299,
EN300-27114519,CC1CCC(NN)C1.Cl.Cl,,292300,
EN300-7537174,Cl.Cl.NNCCCC(F)F,,292301,
EN300-7606184,CC(C)(NN)C(=O)O.Cl,,292302,
EN300-260599,CC(NN)C(C)(C)C.Cl.Cl,,292305,
EN300-126918,CC(C)OCCNN.Cl.Cl,,292306,
EN300-27100572,Cl.NNC1CS(=O)(=O)C1,,292307,
,,,292308,
EN300-139142,NCCc1cccc2cc[nH]c12,,,97926
EN300-298326,Cl.Cl.NC(Cc1cc[nH]n1)C(=O)O,,,97927
EN300-215275,NCCn1cc(Cl)cn1,,,97699
EN300-130429,O=Cc1cc(-n2ccnc2)cs1,,,97874
EN300-128672,Nc1ccc2nscc2c1,,,97875
EN300-26869898,O=C1N[C@H](C(=O)O)Cc2[nH]ncc21,,,98110
EN300-46781833,COC(=O)[C@H](N)Cc1cc[nH]n1.Cl.Cl,,,98111
EN300-96546,Cc1ccc2[nH]cc(CCC(=O)O)c2c1,,,98115
EN300-762683,Cc1nn(CCN)cc1Cl.Cl,,,98182
EN300-1966289,O=C(O)CCc1c[nH]c2cc(Cl)ccc12,,,98118
EN300-83700,CC(CC(=O)O)c1c[nH]c2ccccc12,,,98121
EN300-6733867,Cc1c(Cl)cnn1CCN.Cl.Cl,,,98183
EN300-96238,Cc1ccc2c(CCC(=O)O)c[nH]c2c1,,,98123
EN300-97627,Cc1cccc2[nH]cc(CCC(=O)O)c12,,,98122
EN300-10841271,COc1ccc2c(CCC(=O)O)c[nH]c2c1,,,98124
EN300-229130,Cc1nn(CCN)c(C)c1Cl,,,98186
EN300-6737921,Cl.O=C(O)C1Cc2c([nH]c3ccccc23)C=N1,,,98119
EN300-84531,Cc1cccc2c(CCC(=O)O)c[nH]c12,,,98116
EN300-231897,CCC(CN)n1cc(Cl)cn1,,,98187
EN300-73136,Cc1[nH]c2ccccc2c1CCC(=O)O,,,98113
EN300-229509,CC(C(=O)NN)n1cc(Cl)cn1,,,98191
EN300-229525,NNC(=O)Cn1cc(Cl)cn1,,,98188
EN300-10840426,CCC(CC(=O)O)c1c[nH]c2ccccc12,,,98120
EN300-105320,Cn1cc(CCC(=O)O)c2ccccc21,,,98114
EN300-651514,CCC(CN)n1nc(C)c(Cl)c1Cl.Cl,,,98194
EN300-229502,CCC(C(=O)NN)n1cc(Cl)cn1,,,98195
EN300-229780,NCCn1cc(Cl)c(C(F)(F)F)n1,,,98198
EN300-228377,Cc1nn(CC(=O)NN)cc1Cl,,,98192
EN300-52201838,CC(C)C(CC(=O)O)c1c[nH]c2c(Br)cccc12,,,98132
EN300-30807294,CC(C)C(CC(=O)O)c1c[nH]c2cc(Br)ccc12,,,98129
EN300-228391,Cc1nn(C(C)C(=O)NN)cc1Cl,,,98197
EN300-30807293,CC(C)C(CC(=O)O)c1c[nH]c2ccc(Br)cc12,,,98128
EN300-724916,Cc1[nH]c2ccccc2c1CC(F)(F)C(=O)O,,,98127
EN300-228284,Cc1nn(CC(=O)NN)c(C)c1Cl,,,98196
EN300-231892,Cc1nn(C(CN)C(C)C)c(C)c1Cl,,,98199
EN300-229511,Cc1nn(C(C)C(=O)NN)c(C)c1Cl,,,98200
EN300-1719832,CC(=O)N1Cc2[nH]c3ccccc3c2C[C@H]1C(=O)O,,,98130
EN300-51885503,CNC(=O)C(N)Cn1cc(Cl)cn1,,,98193
EN300-229916,NNC(=O)Cn1cc(Cl)c([N+](=O)[O-])n1,,,98201
EN300-229534,CCC(C(=O)NN)n1nc(C)c(Cl)c1C,,,98202
EN300-7455651,O=C(O)CC(O)(c1c[nH]c2ccccc12)C(F)(F)F,,,98137
EN300-376093,O=C(O)CCc1c(-c2ccccc2)[nH]c2ccccc12,,,98140
EN300-14379,Cc1ccc2[nH]c(-c3cccs3)c(CCC(=O)O)c2c1,,,98142
EN300-27081755,CN(C)S(=O)(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,,,98148
EN300-373939,O=C(O)CCc1c(-c2ccccc2)[nH]c2c(Br)cccc12,,,98147
EN300-13693,Cc1ccc2[nH]c(-c3ccc(Br)cc3)c(CCC(=O)O)c2c1,,,98159
EN300-1608366,Cl.Clc1cnn(C2CNC2)c1,,,98189
EN300-376098,O=C(O)CCc1c(-c2ccccc2)[nH]c2ccc(Cl)cc12,,,98150
EN300-65246,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O,,,98151
EN300-228413,Cc1c(Cl)c(C(F)(F)F)nn1C(C)C(=O)NN,,,98205
EN300-376070,O=C(O)CCc1c(-c2ccc(F)cc2)[nH]c2c(F)cccc12,,,98157
EN300-229626,NNC(=O)Cn1nc(C(F)F)c(Cl)c1C1CC1,,,98204
EN300-228427,NNC(=O)Cn1nc(C(F)(F)F)c(Cl)c1C1CC1,,,98206
EN300-14776,COc1ccc(-c2[nH]c3ccccc3c2CCC(=O)O)cc1,,,98156
EN300-228405,Cc1c(Cl)c(C(F)(F)F)nn1CC(=O)NN,,,98203
EN300-376072,COc1ccc2[nH]c(-c3ccc(F)cc3)c(CCC(=O)O)c2c1,,,98160
EN300-376095,O=C(O)CCc1c(-c2ccccc2)[nH]c2c(F)cccc12,,,98149
EN300-10579,CC12CCC(=O)N1C(C(=O)O)Cc1c2[nH]c2ccccc12,,,98178
EN300-43237,Cc1ccc(C)n1C(Cc1c[nH]c2ccccc12)C(=O)O,,,98139
EN300-196367,CC(C)CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,,,98152
EN300-26578,O=C(O)CCc1c(-c2ccccc2)[nH]c2ccc(F)cc12,,,98155
EN300-114352,Nc1c(Cl)cnn1C1CCN(Cc2ccccc2)C1,,,98208
EN300-54683,COc1ccc(-c2[nH]c3ccccc3c2CCC(=O)O)c(OC)c1,,,98168
EN300-376092,O=C(O)CCc1c(-c2ccc(Cl)cc2)[nH]c2ccc(Cl)cc12,,,98164
EN300-52850,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,98158
EN300-26515,COc1ccc(-c2[nH]c3ccc(F)cc3c2CCC(=O)O)cc1,,,98162
EN300-17991642,O=C(O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1cccs1,,,98171
EN300-129187,Nc1snc2ccc([N+](=O)[O-])cc12,,,99387
